input,target
rotation 389-42-68 to 918-97-096 ,rotation: [ 389-42-68 ] -- [918-97-096 ] 
rotation 5-7-57 to 93-0-275 ,rotation: [ 5-7-57 ] -- [93-0-275 ] 
rotation 831-10-0 ,rotation: [ 831-10-0 ] 
rotation 0-607-913 ,rotation: [ 0-607-913 ] 
rotation 155-2-2 ,rotation: [ 155-2-2 ] 
rotation 65-803-578 to 4-1-047 ,rotation: [ 65-803-578 ] -- [4-1-047 ] 
rotation 3-31-9 ,rotation: [ 3-31-9 ] 
rotation 027-30-8 ,rotation: [ 027-30-8 ] 
rotation 84-9-3 ,rotation: [ 84-9-3 ] 
rotation 55-7-95 to 391-112-68 ,rotation: [ 55-7-95 ] -- [391-112-68 ] 
rotation 8-30-8 to 51-17-6 ,rotation: [ 8-30-8 ] -- [51-17-6 ] 
rotation 7-6-1 to 747-16-089 ,rotation: [ 7-6-1 ] -- [747-16-089 ] 
rotation 5-62-534 to 96-71-431 ,rotation: [ 5-62-534 ] -- [96-71-431 ] 
rotation 00-711-038 to 37-141-515 ,rotation: [ 00-711-038 ] -- [37-141-515 ] 
rotation 172-0-77 ,rotation: [ 172-0-77 ] 
rotation 36-485-6 to 64-8-49 ,rotation: [ 36-485-6 ] -- [64-8-49 ] 
rotation 195-1-46 to 0-0-6 ,rotation: [ 195-1-46 ] -- [0-0-6 ] 
rotation 17-51-618 to 6-0-53 ,rotation: [ 17-51-618 ] -- [6-0-53 ] 
rotation 18-02-386 to 060-3-2 ,rotation: [ 18-02-386 ] -- [060-3-2 ] 
rotation 10-4-738 ,rotation: [ 10-4-738 ] 
rotation 256-553-98 ,rotation: [ 256-553-98 ] 
rotation 924-7-7 ,rotation: [ 924-7-7 ] 
rotation 826-12-26 ,rotation: [ 826-12-26 ] 
rotation 18-0-3 to 324-5-76 ,rotation: [ 18-0-3 ] -- [324-5-76 ] 
rotation 4-30-6 ,rotation: [ 4-30-6 ] 
rotation 64-1-4 to 095-08-3 ,rotation: [ 64-1-4 ] -- [095-08-3 ] 
rotation 498-90-52 ,rotation: [ 498-90-52 ] 
rotation 658-0-84 to 44-33-1 ,rotation: [ 658-0-84 ] -- [44-33-1 ] 
rotation 984-81-25 to 744-4-5 ,rotation: [ 984-81-25 ] -- [744-4-5 ] 
rotation 417-66-5 ,rotation: [ 417-66-5 ] 
rotation 6-94-5 to 045-85-55 ,rotation: [ 6-94-5 ] -- [045-85-55 ] 
rotation 7-54-953 ,rotation: [ 7-54-953 ] 
rotation 01-96-21 to 1-20-3 ,rotation: [ 01-96-21 ] -- [1-20-3 ] 
rotation 26-40-759 ,rotation: [ 26-40-759 ] 
rotation 3-24-9 ,rotation: [ 3-24-9 ] 
rotation 509-255-009 to 9-33-50 ,rotation: [ 509-255-009 ] -- [9-33-50 ] 
rotation 527-78-559 ,rotation: [ 527-78-559 ] 
rotation 71-804-26 ,rotation: [ 71-804-26 ] 
rotation 790-482-83 ,rotation: [ 790-482-83 ] 
rotation 25-351-685 ,rotation: [ 25-351-685 ] 
rotation 419-5-2 ,rotation: [ 419-5-2 ] 
rotation 99-35-24 to 5-7-1 ,rotation: [ 99-35-24 ] -- [5-7-1 ] 
rotation 17-2-281 to 7-9-9 ,rotation: [ 17-2-281 ] -- [7-9-9 ] 
rotation 785-71-08 to 431-086-6 ,rotation: [ 785-71-08 ] -- [431-086-6 ] 
rotation 2-7-744 ,rotation: [ 2-7-744 ] 
rotation 3-898-061 to 41-399-69 ,rotation: [ 3-898-061 ] -- [41-399-69 ] 
rotation 9-6-1 to 0-361-2 ,rotation: [ 9-6-1 ] -- [0-361-2 ] 
rotation 66-092-012 ,rotation: [ 66-092-012 ] 
rotation 867-9-6 to 895-223-343 ,rotation: [ 867-9-6 ] -- [895-223-343 ] 
rotation 49-636-15 ,rotation: [ 49-636-15 ] 
rotation 243-827-758 to 84-612-52 ,rotation: [ 243-827-758 ] -- [84-612-52 ] 
rotation 40-148-127 ,rotation: [ 40-148-127 ] 
rotation 9-688-85 ,rotation: [ 9-688-85 ] 
rotation 794-961-217 to 33-608-703 ,rotation: [ 794-961-217 ] -- [33-608-703 ] 
rotation 156-54-961 ,rotation: [ 156-54-961 ] 
rotation 728-90-973 to 1-67-75 ,rotation: [ 728-90-973 ] -- [1-67-75 ] 
rotation 793-1-014 to 82-600-2 ,rotation: [ 793-1-014 ] -- [82-600-2 ] 
rotation 941-437-880 ,rotation: [ 941-437-880 ] 
rotation 7-981-988 to 5-1-2 ,rotation: [ 7-981-988 ] -- [5-1-2 ] 
rotation 592-28-404 ,rotation: [ 592-28-404 ] 
rotation 866-66-45 ,rotation: [ 866-66-45 ] 
rotation 612-14-066 ,rotation: [ 612-14-066 ] 
rotation 002-35-34 to 4-8-85 ,rotation: [ 002-35-34 ] -- [4-8-85 ] 
rotation 93-71-8 ,rotation: [ 93-71-8 ] 
rotation 99-00-2 to 37-1-642 ,rotation: [ 99-00-2 ] -- [37-1-642 ] 
rotation 36-68-4 ,rotation: [ 36-68-4 ] 
rotation 33-2-7 ,rotation: [ 33-2-7 ] 
rotation 25-1-18 ,rotation: [ 25-1-18 ] 
rotation 03-24-4 to 85-158-712 ,rotation: [ 03-24-4 ] -- [85-158-712 ] 
rotation 82-97-14 to 059-23-973 ,rotation: [ 82-97-14 ] -- [059-23-973 ] 
rotation 392-74-5 ,rotation: [ 392-74-5 ] 
rotation 401-10-506 ,rotation: [ 401-10-506 ] 
rotation 0-884-2 ,rotation: [ 0-884-2 ] 
rotation 69-1-8 to 7-615-037 ,rotation: [ 69-1-8 ] -- [7-615-037 ] 
rotation 891-062-848 to 46-39-43 ,rotation: [ 891-062-848 ] -- [46-39-43 ] 
rotation 36-0-978 ,rotation: [ 36-0-978 ] 
rotation 9-05-370 ,rotation: [ 9-05-370 ] 
rotation 760-00-5 to 605-886-89 ,rotation: [ 760-00-5 ] -- [605-886-89 ] 
rotation 32-8-236 ,rotation: [ 32-8-236 ] 
rotation 7-394-91 to 3-26-5 ,rotation: [ 7-394-91 ] -- [3-26-5 ] 
rotation 415-94-34 ,rotation: [ 415-94-34 ] 
rotation 9-7-205 to 36-1-1 ,rotation: [ 9-7-205 ] -- [36-1-1 ] 
rotation 9-3-16 ,rotation: [ 9-3-16 ] 
rotation 81-02-151 ,rotation: [ 81-02-151 ] 
rotation 320-4-910 to 26-39-62 ,rotation: [ 320-4-910 ] -- [26-39-62 ] 
rotation 5-88-64 ,rotation: [ 5-88-64 ] 
rotation 7-945-0 ,rotation: [ 7-945-0 ] 
rotation 279-60-914 ,rotation: [ 279-60-914 ] 
rotation 5-88-473 to 85-741-405 ,rotation: [ 5-88-473 ] -- [85-741-405 ] 
rotation 57-5-98 ,rotation: [ 57-5-98 ] 
rotation 8-46-965 ,rotation: [ 8-46-965 ] 
rotation 6-69-9 to 2-981-0 ,rotation: [ 6-69-9 ] -- [2-981-0 ] 
rotation 213-7-13 ,rotation: [ 213-7-13 ] 
rotation 47-787-725 to 223-90-9 ,rotation: [ 47-787-725 ] -- [223-90-9 ] 
rotation 31-27-609 to 101-3-88 ,rotation: [ 31-27-609 ] -- [101-3-88 ] 
rotation 6-4-69 ,rotation: [ 6-4-69 ] 
rotation 240-383-4 ,rotation: [ 240-383-4 ] 
rotation 322-78-2 ,rotation: [ 322-78-2 ] 
rotation 60-255-515 ,rotation: [ 60-255-515 ] 
rotation 7-540-78 to 16-451-0 ,rotation: [ 7-540-78 ] -- [16-451-0 ] 
rotation 7-8-66 ,rotation: [ 7-8-66 ] 
rotation 950-889-1 ,rotation: [ 950-889-1 ] 
rotation 37-335-98 to 57-3-4 ,rotation: [ 37-335-98 ] -- [57-3-4 ] 
rotation 5-1-443 ,rotation: [ 5-1-443 ] 
rotation 8-390-279 ,rotation: [ 8-390-279 ] 
rotation 0-916-07 to 9-3-0 ,rotation: [ 0-916-07 ] -- [9-3-0 ] 
rotation 25-72-82 ,rotation: [ 25-72-82 ] 
rotation 83-235-487 ,rotation: [ 83-235-487 ] 
rotation 6-96-120 ,rotation: [ 6-96-120 ] 
rotation 975-027-887 to 5-9-570 ,rotation: [ 975-027-887 ] -- [5-9-570 ] 
rotation 323-076-91 to 383-96-0 ,rotation: [ 323-076-91 ] -- [383-96-0 ] 
rotation 34-65-4 ,rotation: [ 34-65-4 ] 
rotation 8-59-5 ,rotation: [ 8-59-5 ] 
rotation 67-587-5 ,rotation: [ 67-587-5 ] 
rotation 7-1-67 to 6-4-7 ,rotation: [ 7-1-67 ] -- [6-4-7 ] 
rotation 4-0-225 to 9-20-609 ,rotation: [ 4-0-225 ] -- [9-20-609 ] 
rotation 19-229-79 ,rotation: [ 19-229-79 ] 
rotation 3-7-2 ,rotation: [ 3-7-2 ] 
rotation 444-698-4 ,rotation: [ 444-698-4 ] 
rotation 9-26-9 to 3-76-3 ,rotation: [ 9-26-9 ] -- [3-76-3 ] 
rotation 67-0-05 ,rotation: [ 67-0-05 ] 
rotation 2-910-73 to 5-376-50 ,rotation: [ 2-910-73 ] -- [5-376-50 ] 
rotation 65-791-677 to 7-00-8 ,rotation: [ 65-791-677 ] -- [7-00-8 ] 
rotation 59-982-843 to 6-0-1 ,rotation: [ 59-982-843 ] -- [6-0-1 ] 
rotation 84-2-501 ,rotation: [ 84-2-501 ] 
rotation 4-54-548 ,rotation: [ 4-54-548 ] 
rotation 5-246-411 ,rotation: [ 5-246-411 ] 
rotation 55-68-26 ,rotation: [ 55-68-26 ] 
rotation 13-195-6 ,rotation: [ 13-195-6 ] 
rotation 33-86-99 to 0-4-7 ,rotation: [ 33-86-99 ] -- [0-4-7 ] 
rotation 1-0-7 ,rotation: [ 1-0-7 ] 
rotation 9-2-5 to 2-4-1 ,rotation: [ 9-2-5 ] -- [2-4-1 ] 
rotation 4-9-584 to 502-062-0 ,rotation: [ 4-9-584 ] -- [502-062-0 ] 
rotation 2-6-29 to 42-074-207 ,rotation: [ 2-6-29 ] -- [42-074-207 ] 
rotation 1-852-35 to 898-3-1 ,rotation: [ 1-852-35 ] -- [898-3-1 ] 
rotation 6-9-754 ,rotation: [ 6-9-754 ] 
rotation 5-928-56 to 26-779-677 ,rotation: [ 5-928-56 ] -- [26-779-677 ] 
rotation 3-785-8 ,rotation: [ 3-785-8 ] 
rotation 347-4-859 ,rotation: [ 347-4-859 ] 
rotation 806-7-747 to 24-892-8 ,rotation: [ 806-7-747 ] -- [24-892-8 ] 
rotation 9-1-27 ,rotation: [ 9-1-27 ] 
rotation 18-050-76 to 310-69-248 ,rotation: [ 18-050-76 ] -- [310-69-248 ] 
rotation 77-554-4 ,rotation: [ 77-554-4 ] 
rotation 330-474-58 to 941-56-614 ,rotation: [ 330-474-58 ] -- [941-56-614 ] 
rotation 8-8-009 to 744-575-6 ,rotation: [ 8-8-009 ] -- [744-575-6 ] 
rotation 2-95-93 ,rotation: [ 2-95-93 ] 
rotation 39-95-1 to 1-51-19 ,rotation: [ 39-95-1 ] -- [1-51-19 ] 
rotation 928-71-44 to 834-345-5 ,rotation: [ 928-71-44 ] -- [834-345-5 ] 
rotation 8-2-5 ,rotation: [ 8-2-5 ] 
rotation 420-823-60 ,rotation: [ 420-823-60 ] 
rotation 344-2-165 ,rotation: [ 344-2-165 ] 
rotation 6-8-490 ,rotation: [ 6-8-490 ] 
rotation 6-55-3 ,rotation: [ 6-55-3 ] 
rotation 2-3-4 ,rotation: [ 2-3-4 ] 
rotation 32-1-8 to 3-159-7 ,rotation: [ 32-1-8 ] -- [3-159-7 ] 
rotation 5-0-7 ,rotation: [ 5-0-7 ] 
rotation 69-887-32 ,rotation: [ 69-887-32 ] 
rotation 834-792-266 ,rotation: [ 834-792-266 ] 
rotation 4-949-2 to 053-667-5 ,rotation: [ 4-949-2 ] -- [053-667-5 ] 
rotation 62-4-12 ,rotation: [ 62-4-12 ] 
rotation 306-470-846 ,rotation: [ 306-470-846 ] 
rotation 90-987-5 ,rotation: [ 90-987-5 ] 
rotation 68-9-77 ,rotation: [ 68-9-77 ] 
rotation 828-1-900 to 5-06-6 ,rotation: [ 828-1-900 ] -- [5-06-6 ] 
rotation 4-7-681 to 238-663-3 ,rotation: [ 4-7-681 ] -- [238-663-3 ] 
rotation 898-1-7 ,rotation: [ 898-1-7 ] 
rotation 450-59-213 to 009-97-8 ,rotation: [ 450-59-213 ] -- [009-97-8 ] 
rotation 6-463-3 to 7-6-996 ,rotation: [ 6-463-3 ] -- [7-6-996 ] 
rotation 6-27-87 to 78-4-7 ,rotation: [ 6-27-87 ] -- [78-4-7 ] 
rotation 72-570-31 ,rotation: [ 72-570-31 ] 
rotation 552-1-297 ,rotation: [ 552-1-297 ] 
rotation 2-50-181 ,rotation: [ 2-50-181 ] 
rotation 453-05-339 to 1-5-7 ,rotation: [ 453-05-339 ] -- [1-5-7 ] 
rotation 87-91-3 to 32-24-627 ,rotation: [ 87-91-3 ] -- [32-24-627 ] 
rotation 022-895-86 ,rotation: [ 022-895-86 ] 
rotation 4-1-1 ,rotation: [ 4-1-1 ] 
rotation 971-247-016 to 37-92-4 ,rotation: [ 971-247-016 ] -- [37-92-4 ] 
rotation 56-36-9 to 802-5-30 ,rotation: [ 56-36-9 ] -- [802-5-30 ] 
rotation 803-60-139 ,rotation: [ 803-60-139 ] 
rotation 315-9-4 ,rotation: [ 315-9-4 ] 
rotation 23-3-9 ,rotation: [ 23-3-9 ] 
rotation 3-43-373 to 97-938-47 ,rotation: [ 3-43-373 ] -- [97-938-47 ] 
rotation 39-760-939 ,rotation: [ 39-760-939 ] 
rotation 896-655-424 ,rotation: [ 896-655-424 ] 
rotation 5-836-920 ,rotation: [ 5-836-920 ] 
rotation 24-841-175 to 041-1-3 ,rotation: [ 24-841-175 ] -- [041-1-3 ] 
rotation 30-96-07 to 2-7-3 ,rotation: [ 30-96-07 ] -- [2-7-3 ] 
rotation 6-4-9 ,rotation: [ 6-4-9 ] 
rotation 23-568-472 to 8-438-81 ,rotation: [ 23-568-472 ] -- [8-438-81 ] 
rotation 0-76-55 to 7-733-1 ,rotation: [ 0-76-55 ] -- [7-733-1 ] 
rotation 2-6-6 to 6-231-7 ,rotation: [ 2-6-6 ] -- [6-231-7 ] 
rotation 699-45-09 ,rotation: [ 699-45-09 ] 
rotation 679-637-075 to 6-4-640 ,rotation: [ 679-637-075 ] -- [6-4-640 ] 
rotation 2-2-4 to 30-9-36 ,rotation: [ 2-2-4 ] -- [30-9-36 ] 
rotation 47-57-3 to 65-22-751 ,rotation: [ 47-57-3 ] -- [65-22-751 ] 
rotation 31-4-055 ,rotation: [ 31-4-055 ] 
rotation 634-30-3 ,rotation: [ 634-30-3 ] 
rotation 743-0-428 to 055-825-137 ,rotation: [ 743-0-428 ] -- [055-825-137 ] 
rotation 6-776-4 to 56-5-39 ,rotation: [ 6-776-4 ] -- [56-5-39 ] 
rotation 691-059-754 ,rotation: [ 691-059-754 ] 
rotation 294-39-174 to 3-86-83 ,rotation: [ 294-39-174 ] -- [3-86-83 ] 
rotation 731-29-9 to 574-6-10 ,rotation: [ 731-29-9 ] -- [574-6-10 ] 
rotation 63-77-666 to 661-7-351 ,rotation: [ 63-77-666 ] -- [661-7-351 ] 
rotation 93-369-533 to 2-72-53 ,rotation: [ 93-369-533 ] -- [2-72-53 ] 
rotation 76-9-40 ,rotation: [ 76-9-40 ] 
rotation 12-46-1 to 07-04-7 ,rotation: [ 12-46-1 ] -- [07-04-7 ] 
rotation 78-221-17 ,rotation: [ 78-221-17 ] 
rotation 9-0-7 ,rotation: [ 9-0-7 ] 
rotation 71-54-776 to 5-1-1 ,rotation: [ 71-54-776 ] -- [5-1-1 ] 
rotation 4-18-80 to 799-558-7 ,rotation: [ 4-18-80 ] -- [799-558-7 ] 
rotation 231-8-58 to 31-2-5 ,rotation: [ 231-8-58 ] -- [31-2-5 ] 
rotation 2-6-78 to 779-104-738 ,rotation: [ 2-6-78 ] -- [779-104-738 ] 
rotation 118-881-1 to 7-573-4 ,rotation: [ 118-881-1 ] -- [7-573-4 ] 
rotation 018-51-127 ,rotation: [ 018-51-127 ] 
rotation 25-1-96 to 2-601-4 ,rotation: [ 25-1-96 ] -- [2-601-4 ] 
rotation 341-007-710 ,rotation: [ 341-007-710 ] 
rotation 527-03-19 ,rotation: [ 527-03-19 ] 
rotation 716-82-115 ,rotation: [ 716-82-115 ] 
rotation 5-559-7 to 28-291-754 ,rotation: [ 5-559-7 ] -- [28-291-754 ] 
rotation 083-16-23 to 754-3-15 ,rotation: [ 083-16-23 ] -- [754-3-15 ] 
rotation 8-686-657 to 35-183-48 ,rotation: [ 8-686-657 ] -- [35-183-48 ] 
rotation 51-4-2 ,rotation: [ 51-4-2 ] 
rotation 61-039-96 to 8-936-42 ,rotation: [ 61-039-96 ] -- [8-936-42 ] 
rotation 7-587-7 to 278-1-85 ,rotation: [ 7-587-7 ] -- [278-1-85 ] 
rotation 977-286-2 ,rotation: [ 977-286-2 ] 
rotation 3-2-54 ,rotation: [ 3-2-54 ] 
rotation 925-253-804 ,rotation: [ 925-253-804 ] 
rotation 10-7-3 ,rotation: [ 10-7-3 ] 
rotation 665-019-194 ,rotation: [ 665-019-194 ] 
rotation 2-552-586 ,rotation: [ 2-552-586 ] 
rotation 0-638-45 to 14-13-934 ,rotation: [ 0-638-45 ] -- [14-13-934 ] 
rotation 62-41-991 ,rotation: [ 62-41-991 ] 
rotation 862-14-83 ,rotation: [ 862-14-83 ] 
rotation 83-2-158 ,rotation: [ 83-2-158 ] 
rotation 36-960-1 to 6-977-625 ,rotation: [ 36-960-1 ] -- [6-977-625 ] 
rotation 2-144-49 ,rotation: [ 2-144-49 ] 
rotation 906-78-70 to 97-05-12 ,rotation: [ 906-78-70 ] -- [97-05-12 ] 
rotation 5-82-34 to 64-4-4 ,rotation: [ 5-82-34 ] -- [64-4-4 ] 
rotation 978-1-99 to 430-88-59 ,rotation: [ 978-1-99 ] -- [430-88-59 ] 
rotation 186-959-6 to 73-59-057 ,rotation: [ 186-959-6 ] -- [73-59-057 ] 
rotation 7-14-90 to 13-17-43 ,rotation: [ 7-14-90 ] -- [13-17-43 ] 
rotation 221-620-5 ,rotation: [ 221-620-5 ] 
rotation 50-08-38 to 797-14-789 ,rotation: [ 50-08-38 ] -- [797-14-789 ] 
rotation 075-6-267 to 39-90-6 ,rotation: [ 075-6-267 ] -- [39-90-6 ] 
rotation 1-715-12 to 64-9-3 ,rotation: [ 1-715-12 ] -- [64-9-3 ] 
rotation 56-542-5 ,rotation: [ 56-542-5 ] 
rotation 8-635-17 to 6-842-862 ,rotation: [ 8-635-17 ] -- [6-842-862 ] 
rotation 39-3-1 to 49-4-894 ,rotation: [ 39-3-1 ] -- [49-4-894 ] 
rotation 29-194-73 to 68-886-55 ,rotation: [ 29-194-73 ] -- [68-886-55 ] 
rotation 0-213-09 to 5-066-830 ,rotation: [ 0-213-09 ] -- [5-066-830 ] 
rotation 659-1-3 ,rotation: [ 659-1-3 ] 
rotation 634-93-09 ,rotation: [ 634-93-09 ] 
rotation 74-9-506 ,rotation: [ 74-9-506 ] 
rotation 228-209-77 to 5-6-186 ,rotation: [ 228-209-77 ] -- [5-6-186 ] 
rotation 79-0-3 ,rotation: [ 79-0-3 ] 
rotation 995-7-1 to 705-52-89 ,rotation: [ 995-7-1 ] -- [705-52-89 ] 
rotation 12-89-361 to 00-11-6 ,rotation: [ 12-89-361 ] -- [00-11-6 ] 
rotation 99-9-8 to 89-0-8 ,rotation: [ 99-9-8 ] -- [89-0-8 ] 
rotation 242-8-452 to 923-0-6 ,rotation: [ 242-8-452 ] -- [923-0-6 ] 
rotation 24-3-4 to 4-5-585 ,rotation: [ 24-3-4 ] -- [4-5-585 ] 
rotation 36-377-790 ,rotation: [ 36-377-790 ] 
rotation 766-36-43 to 162-51-1 ,rotation: [ 766-36-43 ] -- [162-51-1 ] 
rotation 2-036-761 ,rotation: [ 2-036-761 ] 
rotation 979-72-5 ,rotation: [ 979-72-5 ] 
rotation 48-22-753 to 968-9-814 ,rotation: [ 48-22-753 ] -- [968-9-814 ] 
rotation 40-883-58 ,rotation: [ 40-883-58 ] 
rotation 738-4-92 ,rotation: [ 738-4-92 ] 
rotation 70-582-9 ,rotation: [ 70-582-9 ] 
rotation 803-788-4 ,rotation: [ 803-788-4 ] 
rotation 0-908-1 ,rotation: [ 0-908-1 ] 
rotation 5-604-11 ,rotation: [ 5-604-11 ] 
rotation 7-63-843 ,rotation: [ 7-63-843 ] 
rotation 93-157-515 ,rotation: [ 93-157-515 ] 
rotation 5-90-0 to 1-4-7 ,rotation: [ 5-90-0 ] -- [1-4-7 ] 
rotation 40-75-45 ,rotation: [ 40-75-45 ] 
rotation 6-9-9 ,rotation: [ 6-9-9 ] 
rotation 10-5-97 ,rotation: [ 10-5-97 ] 
rotation 75-1-678 to 94-9-7 ,rotation: [ 75-1-678 ] -- [94-9-7 ] 
rotation 722-94-7 ,rotation: [ 722-94-7 ] 
rotation 019-98-649 ,rotation: [ 019-98-649 ] 
rotation 613-42-385 to 994-8-19 ,rotation: [ 613-42-385 ] -- [994-8-19 ] 
rotation 21-623-73 to 686-270-72 ,rotation: [ 21-623-73 ] -- [686-270-72 ] 
rotation 15-48-78 ,rotation: [ 15-48-78 ] 
rotation 3-11-377 ,rotation: [ 3-11-377 ] 
rotation 93-7-49 to 5-68-3 ,rotation: [ 93-7-49 ] -- [5-68-3 ] 
rotation 655-74-53 ,rotation: [ 655-74-53 ] 
rotation 29-6-4 ,rotation: [ 29-6-4 ] 
rotation 9-071-42 ,rotation: [ 9-071-42 ] 
rotation 2-799-9 ,rotation: [ 2-799-9 ] 
rotation 2-5-882 to 83-59-02 ,rotation: [ 2-5-882 ] -- [83-59-02 ] 
rotation 29-82-409 to 01-47-44 ,rotation: [ 29-82-409 ] -- [01-47-44 ] 
rotation 1-116-6 ,rotation: [ 1-116-6 ] 
rotation 833-0-759 to 8-1-1 ,rotation: [ 833-0-759 ] -- [8-1-1 ] 
rotation 372-36-264 to 6-218-1 ,rotation: [ 372-36-264 ] -- [6-218-1 ] 
rotation 838-50-94 to 3-81-2 ,rotation: [ 838-50-94 ] -- [3-81-2 ] 
rotation 089-762-30 ,rotation: [ 089-762-30 ] 
rotation 65-7-86 to 3-6-5 ,rotation: [ 65-7-86 ] -- [3-6-5 ] 
rotation 667-730-541 to 08-411-283 ,rotation: [ 667-730-541 ] -- [08-411-283 ] 
rotation 18-475-9 ,rotation: [ 18-475-9 ] 
rotation 24-64-51 to 2-1-415 ,rotation: [ 24-64-51 ] -- [2-1-415 ] 
rotation 272-09-184 to 42-925-15 ,rotation: [ 272-09-184 ] -- [42-925-15 ] 
rotation 6-69-09 ,rotation: [ 6-69-09 ] 
rotation 65-099-86 ,rotation: [ 65-099-86 ] 
rotation 8-6-126 ,rotation: [ 8-6-126 ] 
rotation 43-77-6 ,rotation: [ 43-77-6 ] 
rotation 8-46-6 ,rotation: [ 8-46-6 ] 
rotation 09-7-561 ,rotation: [ 09-7-561 ] 
rotation 5-18-0 ,rotation: [ 5-18-0 ] 
rotation 518-502-5 to 5-4-1 ,rotation: [ 518-502-5 ] -- [5-4-1 ] 
rotation 812-6-1 to 335-1-270 ,rotation: [ 812-6-1 ] -- [335-1-270 ] 
rotation 873-7-3 ,rotation: [ 873-7-3 ] 
rotation 4-29-63 ,rotation: [ 4-29-63 ] 
rotation 30-609-90 to 573-49-6 ,rotation: [ 30-609-90 ] -- [573-49-6 ] 
rotation 8-5-203 ,rotation: [ 8-5-203 ] 
rotation 25-3-4 ,rotation: [ 25-3-4 ] 
rotation 0-8-107 to 42-01-7 ,rotation: [ 0-8-107 ] -- [42-01-7 ] 
rotation 444-42-272 ,rotation: [ 444-42-272 ] 
rotation 238-93-139 ,rotation: [ 238-93-139 ] 
rotation 455-100-1 ,rotation: [ 455-100-1 ] 
rotation 972-8-876 ,rotation: [ 972-8-876 ] 
rotation 33-3-8 ,rotation: [ 33-3-8 ] 
rotation 6-5-9 to 51-333-184 ,rotation: [ 6-5-9 ] -- [51-333-184 ] 
rotation 94-735-26 ,rotation: [ 94-735-26 ] 
rotation 7-61-1 ,rotation: [ 7-61-1 ] 
rotation 95-5-405 ,rotation: [ 95-5-405 ] 
rotation 81-32-6 to 12-6-3 ,rotation: [ 81-32-6 ] -- [12-6-3 ] 
rotation 3-5-02 ,rotation: [ 3-5-02 ] 
rotation 999-58-517 ,rotation: [ 999-58-517 ] 
rotation 5-5-22 to 99-71-4 ,rotation: [ 5-5-22 ] -- [99-71-4 ] 
rotation 6-11-783 to 60-0-51 ,rotation: [ 6-11-783 ] -- [60-0-51 ] 
rotation 8-07-801 to 481-4-251 ,rotation: [ 8-07-801 ] -- [481-4-251 ] 
rotation 0-942-40 ,rotation: [ 0-942-40 ] 
rotation 01-071-712 ,rotation: [ 01-071-712 ] 
rotation 879-2-7 ,rotation: [ 879-2-7 ] 
rotation 2-06-4 to 268-230-821 ,rotation: [ 2-06-4 ] -- [268-230-821 ] 
rotation 369-38-627 to 9-136-62 ,rotation: [ 369-38-627 ] -- [9-136-62 ] 
rotation 95-71-336 to 9-87-638 ,rotation: [ 95-71-336 ] -- [9-87-638 ] 
rotation 90-1-92 ,rotation: [ 90-1-92 ] 
rotation 765-98-338 ,rotation: [ 765-98-338 ] 
rotation 52-64-637 ,rotation: [ 52-64-637 ] 
rotation 698-50-1 ,rotation: [ 698-50-1 ] 
rotation 99-14-320 to 632-10-640 ,rotation: [ 99-14-320 ] -- [632-10-640 ] 
rotation 118-51-047 ,rotation: [ 118-51-047 ] 
rotation 87-8-923 ,rotation: [ 87-8-923 ] 
rotation 26-7-06 to 8-5-8 ,rotation: [ 26-7-06 ] -- [8-5-8 ] 
rotation 54-560-50 ,rotation: [ 54-560-50 ] 
rotation 503-6-194 to 694-006-451 ,rotation: [ 503-6-194 ] -- [694-006-451 ] 
rotation 012-9-21 ,rotation: [ 012-9-21 ] 
rotation 1-68-782 ,rotation: [ 1-68-782 ] 
rotation 00-29-882 to 11-804-51 ,rotation: [ 00-29-882 ] -- [11-804-51 ] 
rotation 193-84-48 to 89-851-901 ,rotation: [ 193-84-48 ] -- [89-851-901 ] 
rotation 1-61-6 to 7-48-662 ,rotation: [ 1-61-6 ] -- [7-48-662 ] 
rotation 4-046-79 ,rotation: [ 4-046-79 ] 
rotation 651-85-69 to 3-00-01 ,rotation: [ 651-85-69 ] -- [3-00-01 ] 
rotation 94-6-763 ,rotation: [ 94-6-763 ] 
rotation 662-39-3 to 19-6-633 ,rotation: [ 662-39-3 ] -- [19-6-633 ] 
rotation 613-67-8 to 604-02-552 ,rotation: [ 613-67-8 ] -- [604-02-552 ] 
rotation 40-6-40 ,rotation: [ 40-6-40 ] 
rotation 4-8-7 to 8-21-73 ,rotation: [ 4-8-7 ] -- [8-21-73 ] 
rotation 399-3-52 ,rotation: [ 399-3-52 ] 
rotation 20-39-8 to 5-314-664 ,rotation: [ 20-39-8 ] -- [5-314-664 ] 
rotation 304-756-166 ,rotation: [ 304-756-166 ] 
rotation 636-844-8 to 8-844-96 ,rotation: [ 636-844-8 ] -- [8-844-96 ] 
rotation 44-68-91 to 933-659-36 ,rotation: [ 44-68-91 ] -- [933-659-36 ] 
rotation 6-816-7 ,rotation: [ 6-816-7 ] 
rotation 28-4-12 to 734-4-469 ,rotation: [ 28-4-12 ] -- [734-4-469 ] 
rotation 584-61-1 ,rotation: [ 584-61-1 ] 
rotation 08-8-244 to 112-976-817 ,rotation: [ 08-8-244 ] -- [112-976-817 ] 
rotation 20-96-304 to 129-53-34 ,rotation: [ 20-96-304 ] -- [129-53-34 ] 
rotation 301-646-07 ,rotation: [ 301-646-07 ] 
rotation 768-358-53 ,rotation: [ 768-358-53 ] 
